serial_no,job_id,student_id,employer_id,job_title,job_family,job_level,job_type,employment_mode,location_city,location_state,location_country,offer_date,offer_accept_date,start_date,end_date,salary_currency,salary_base_annual,visa_type,source_channel,created_at
861,5a77c8d2-ca21-4a8a-8e90-c8c8d46ad946,c7824f27-4efb-4872-98ad-994010a91b31,EMP000861,QA Engineer,Engineering,Junior,Internship,Hybrid,New York,NY,USA,03/28/2023,03/28/2023,07/19/2023,12/30/2024,USD,114527.0,OPT,LinkedIn,2025-10-25
862,7730b7ff-8f6d-45b0-a007-b41bb93987f9,f16a17ec-5ba7-4854-8679-85b648f0b615,EMP000862,ML Engineer,Engineering,Junior,Internship,Remote,St. Louis,MO,USA,04/04/2023,04/06/2023,08/15/2023,01/19/2025,USD,92799.0,OPT,Referral,2025-10-25
863,688fcd26-196f-4773-a42f-26015ded9627,2cf2555e-f166-4b99-98ee-f7da6b9a332f,EMP000863,Data Engineer,Quality,Mid,Internship,On-site,Bengaluru,NA,India,04/04/2024,04/04/2024,09/08/2024,09/26/2025,USD,131190.0,PR,LinkedIn,2025-10-25
864,b5bf69d8-7135-4638-9d73-93c1d6baea7d,aa746a3c-5544-489f-b9d9-f54fc6765678,EMP000864,Product Analyst,Security,Mid,Internship,On-site,Chicago,IL,USA,11/24/2023,12/04/2023,06/13/2024,01/07/2026,USD,116221.0,OPT,Career Fair,2025-10-25
865,0c75a8ea-b975-4c06-aed8-99052afc782b,2a84a6ac-5eac-4ad7-a284-44534776395d,EMP000865,Security Analyst,Quality,Intern,Contract,Remote,Chicago,IL,USA,06/01/2022,06/14/2022,08/22/2022,05/26/2024,USD,126674.0,Citizen,Handshake,2025-10-25
866,13770a0f-b045-4df9-9fa8-aa70868cf3f7,d12ef855-f22d-47e8-b5fc-3df0949c74fe,EMP000866,Product Analyst,Analytics,Senior,Contract,Hybrid,Boston,MA,USA,01/03/2023,01/09/2023,08/13/2023,09/29/2024,USD,116966.0,OPT,Direct Apply,2025-10-25
867,80d58675-db4c-4530-969d-60f895295769,8e6ee242-87e0-478b-a7c0-1af6fa538176,EMP000867,Software Engineer,Consulting,Junior,Full-time,On-site,Chicago,IL,USA,09/08/2026,09/17/2026,12/04/2026,12/31/2026,USD,87022.0,OPT,Direct Apply,2025-10-25
868,41e449c0-8344-4ced-9716-b9a0f0129ae9,d3bfb1f8-aeda-4e10-8feb-d2d27ac52b21,EMP000868,Software Engineer,Consulting,Senior,Full-time,Remote,Austin,TX,USA,11/10/2020,11/24/2020,05/10/2021,08/13/2022,USD,128348.0,H1B,Handshake,2025-10-25
869,590f79fe-a75f-40f7-85ac-737c589e7689,11a1c904-c6bf-406e-9733-c13a7d925f1e,EMP000869,ML Engineer,Engineering,Intern,Full-time,Remote,Hyderabad,NA,India,01/03/2021,01/05/2021,09/01/2021,04/15/2023,USD,85339.0,OPT,Handshake,2025-10-25
870,353b2a7e-6188-496e-ac2b-9bab1090a169,b0e0456c-b744-4533-b9fb-d375a891705e,EMP000870,ML Engineer,Quality,Junior,Full-time,Remote,St. Louis,MO,USA,02/24/2021,03/10/2021,07/21/2021,05/08/2023,USD,122178.0,STEM OPT,Career Fair,2025-10-25
871,d5ea31ca-a6e1-4d4f-b7f3-a45f5e030930,f0f04977-cced-4a85-99c8-262f177862ad,EMP000871,Data Engineer,Product,Senior,Internship,On-site,Dallas,TX,USA,02/11/2022,02/18/2022,08/25/2022,04/30/2024,USD,139918.0,Citizen,Career Fair,2025-10-25
872,864cf19b-e877-4a92-b4fc-9e1df8c794b6,84535eb9-d23d-405f-a041-2dd1f702b373,EMP000872,Data Engineer,Engineering,Junior,Internship,Hybrid,Seattle,WA,USA,03/07/2022,03/13/2022,04/29/2022,07/10/2023,USD,121700.0,PR,Direct Apply,2025-10-25
873,fed59dc3-6411-49e1-913c-5f9741ae5324,fda712fb-64ff-47a3-b856-30fff6ad6b84,EMP000873,QA Engineer,Consulting,Senior,Internship,Remote,Boston,MA,USA,09/17/2021,09/18/2021,04/18/2022,11/21/2023,USD,109983.0,Citizen,Career Fair,2025-10-25
874,55b47987-2e18-4510-bd0a-76380d025b48,a0deafcd-54e7-41d2-8e38-0d958b0d21ac,EMP000874,Data Engineer,Quality,Junior,Full-time,On-site,Austin,TX,USA,02/18/2023,03/03/2023,06/07/2023,05/20/2025,USD,119950.0,STEM OPT,Career Fair,2025-10-25
875,67daaa05-0f2f-4d42-a1b0-9a09ad71ce00,89e75749-a08a-4190-a579-361a83e4bb1a,EMP000875,Data Analyst,Engineering,Senior,Internship,Remote,Boston,MA,USA,03/07/2023,03/10/2023,06/01/2023,09/03/2024,USD,108993.0,STEM OPT,LinkedIn,2025-10-25
876,b0a9310b-9d42-41cb-bd8c-5552b16fda85,53a2373e-7d32-42d1-a88f-ab30b40b13ba,EMP000876,Associate Consultant,Analytics,Senior,Full-time,Remote,St. Louis,MO,USA,04/29/2025,05/13/2025,07/26/2025,12/31/2026,USD,101562.0,Other,Direct Apply,2025-10-25
877,12ea0fe4-c945-43db-8ae5-c0913c71f738,9ad0d63d-bf8e-4d85-a1c2-0978189e2bc9,EMP000877,Data Engineer,Quality,Junior,Full-time,Hybrid,Hyderabad,NA,India,02/24/2022,03/09/2022,07/28/2022,06/10/2024,USD,101840.0,STEM OPT,Direct Apply,2025-10-25
878,d9f948c4-d516-4914-bf4d-90ad90e45d64,8d622837-ed7d-46f4-91f6-25a60038ab53,EMP000878,ML Engineer,Product,Intern,Full-time,Hybrid,New York,NY,USA,10/28/2025,10/29/2025,05/23/2026,12/31/2026,USD,108483.0,Citizen,Referral,2025-10-25
879,be18c9c4-81d7-4dbd-80db-75e8e546792e,3f956054-eeae-4746-8079-0d1669340856,EMP000879,Business Analyst,Security,Junior,Contract,Hybrid,Austin,TX,USA,11/03/2025,11/10/2025,05/04/2026,12/31/2026,USD,108045.0,OPT,Handshake,2025-10-25
880,0eb55d14-8d63-4eae-bf31-b3f4eb9709d0,d08d564b-09ad-486e-a232-bb3d04bb8728,EMP000880,Associate Consultant,Analytics,Intern,Full-time,On-site,Seattle,WA,USA,10/28/2023,11/04/2023,05/17/2024,04/23/2026,USD,113922.0,PR,Direct Apply,2025-10-25
881,7cc36ca9-7abe-426c-a359-5a0a191a7264,a6e5009e-7e34-48cb-9a76-44c584cbccd5,EMP000881,Associate Consultant,Analytics,Senior,Contract,On-site,Hyderabad,NA,India,04/07/2022,04/19/2022,12/14/2022,11/29/2024,USD,108812.0,STEM OPT,Referral,2025-10-25
882,009d239d-0f56-43cc-9bad-a0373029ead5,c0122994-45da-4146-af4a-b89272c6357e,EMP000882,Associate Consultant,Product,Junior,Full-time,Hybrid,Seattle,WA,USA,08/27/2022,09/02/2022,11/20/2022,08/03/2024,USD,96391.0,OPT,Handshake,2025-10-25
883,8674aa53-ad30-44a6-b8f6-237555a15b52,66642095-f50d-4031-b283-7fa5a9ea1650,EMP000883,Software Engineer,Analytics,Mid,Internship,On-site,New York,NY,USA,12/22/2025,12/27/2025,08/26/2026,12/31/2026,USD,114971.0,STEM OPT,Handshake,2025-10-25
884,66514cc2-adcf-4a76-95c5-8d619cfbeed1,2a058bde-a6d2-4da6-9037-3c262a7ecb91,EMP000884,Product Analyst,Quality,Junior,Full-time,Remote,Dallas,TX,USA,05/04/2023,05/15/2023,09/04/2023,09/15/2024,USD,127557.0,H1B,Career Fair,2025-10-25
885,a27f03f9-c903-446b-b87b-afa80fa24a72,47d62cea-8338-4495-a333-f622670481ff,EMP000885,Data Engineer,Product,Senior,Full-time,Hybrid,Seattle,WA,USA,06/22/2024,07/03/2024,11/29/2024,08/18/2026,USD,113686.0,OPT,Handshake,2025-10-25
886,b8762274-4ba6-4913-95d5-e7648243da03,2e526034-4a76-4411-a9ca-cfc78105b818,EMP000886,Data Analyst,Quality,Junior,Full-time,Remote,Austin,TX,USA,05/20/2023,05/21/2023,12/13/2023,05/14/2025,USD,123828.0,STEM OPT,Referral,2025-10-25
887,77afc9dc-e806-40e0-b7f5-cdf77829d7ae,54bdb18a-c10c-4943-bf40-873850710166,EMP000887,Product Analyst,Quality,Senior,Internship,Hybrid,Boston,MA,USA,01/25/2022,02/06/2022,08/07/2022,08/31/2023,USD,89876.0,OPT,LinkedIn,2025-10-25
888,e57a69b3-d2a7-4f5b-b3bf-57485cdd6bae,e704ae82-b649-4361-aca1-18cf48923c0f,EMP000888,Data Engineer,Quality,Senior,Full-time,Hybrid,Chicago,IL,USA,05/25/2024,05/30/2024,08/02/2024,06/20/2026,USD,94091.0,OPT,Direct Apply,2025-10-25
889,846ea45a-1654-4be4-8c4d-f38ec4811183,ae03cf3d-8963-4f9f-b263-cbae2de6d180,EMP000889,Data Engineer,Analytics,Mid,Contract,Hybrid,Austin,TX,USA,04/21/2022,05/02/2022,11/29/2022,07/13/2024,USD,119950.0,H1B,Direct Apply,2025-10-25
890,d3608b93-dc08-4842-953e-7438f31128ed,8b2cb1ab-b1e6-4173-870d-dccc5a57dd23,EMP000890,Security Analyst,Engineering,Mid,Full-time,Hybrid,Dallas,TX,USA,11/22/2025,11/28/2025,05/19/2026,12/31/2026,USD,117410.0,Citizen,Career Fair,2025-10-25
891,7db43eb1-f3dd-4ddf-b4a8-5a995657dbf3,123a3579-3e9b-4ffb-98a2-9f0910565889,EMP000891,Data Analyst,Product,Mid,Contract,On-site,Bengaluru,NA,India,02/02/2022,02/08/2022,06/04/2022,08/31/2023,USD,89658.0,OPT,Handshake,2025-10-25
892,62dd0f7d-48c2-40f5-b5ca-5b4e42e97639,836caa1f-bdf9-451e-8c6a-6921e46207ce,EMP000892,Data Analyst,Quality,Intern,Internship,On-site,Boston,MA,USA,05/04/2026,05/14/2026,12/05/2026,12/31/2026,USD,89139.0,OPT,LinkedIn,2025-10-25
893,9a4babb1-a592-4d84-96bc-760f7e9dbceb,f81f3e07-e6d3-44dc-94db-41622795739f,EMP000893,Security Analyst,Quality,Mid,Full-time,Hybrid,Hyderabad,NA,India,06/08/2025,06/09/2025,08/04/2025,12/11/2026,USD,87102.0,OPT,Direct Apply,2025-10-25
894,1247bdea-cbcd-47b3-bb8a-dd279053303e,ccbfee36-bfad-41ad-bba0-5b4f3ee6b186,EMP000894,Associate Consultant,Consulting,Mid,Internship,Hybrid,Chicago,IL,USA,08/12/2026,08/26/2026,12/12/2026,12/31/2026,USD,125049.0,Citizen,Handshake,2025-10-25
895,f70d20cc-2246-4a8b-b482-31df84191643,feda8a4a-5816-4c46-a734-e7f9efbbe5a6,EMP000895,Data Engineer,Security,Intern,Internship,Remote,Dallas,TX,USA,08/15/2025,08/29/2025,12/01/2025,12/31/2026,USD,88663.0,OPT,Career Fair,2025-10-25
896,6bea7648-d216-4eeb-81c6-26903eac3a63,f5ab8865-3a3f-468b-969c-4b7982d7ef9f,EMP000896,Cloud Engineer,Analytics,Mid,Internship,Remote,Bengaluru,NA,India,09/30/2021,10/05/2021,06/05/2022,06/16/2023,USD,101551.0,Other,Referral,2025-10-25
897,2fbf0233-12c9-4ccf-bcfe-1d33c4ada56d,066ae1af-13a2-4a58-9403-2ef889d2d5ae,EMP000897,Security Analyst,Consulting,Junior,Contract,Hybrid,New York,NY,USA,06/21/2022,06/29/2022,11/05/2022,09/07/2024,USD,94323.0,OPT,Handshake,2025-10-25
898,3a773acf-6d69-427d-a72f-f60a6f58e915,ffaf2166-6536-472f-9431-10757cbc3cfc,EMP000898,ML Engineer,Engineering,Intern,Internship,Hybrid,Hyderabad,NA,India,07/05/2023,07/08/2023,12/02/2023,02/07/2025,USD,110938.0,OPT,LinkedIn,2025-10-25
899,1d0d6599-d46e-46d0-b4ad-193f648c5d5c,1c50c451-4000-41ef-aaa6-25de47047651,EMP000899,Cloud Engineer,Engineering,Senior,Contract,Remote,Bengaluru,NA,India,10/09/2023,10/14/2023,05/22/2024,05/24/2025,USD,113648.0,OPT,Direct Apply,2025-10-25
900,4aad266b-8928-442e-8511-82e030372655,f92d4c6d-0b81-4ffa-ab37-1840681371c0,EMP000900,Cloud Engineer,Engineering,Intern,Contract,On-site,Boston,MA,USA,01/08/2024,01/13/2024,08/31/2024,06/13/2026,USD,95032.0,OPT,Referral,2025-10-25
901,d2978365-27fc-42bd-b8c3-dfbacad9bc8c,c31142c0-c571-4fae-b45d-9d11888bdaf2,EMP000901,Software Engineer,Product,Mid,Internship,On-site,Bengaluru,NA,India,05/09/2026,05/10/2026,09/12/2026,12/31/2026,USD,106546.0,OPT,Career Fair,2025-10-25
902,613aec5c-79c5-4e00-94af-3eb6284b2117,ec81b194-a196-4889-9d5c-6268e7271f56,EMP000902,Data Analyst,Security,Junior,Contract,Remote,Bengaluru,NA,India,05/12/2021,05/18/2021,07/24/2021,12/27/2022,USD,115411.0,STEM OPT,Direct Apply,2025-10-25
903,024b0f4c-9338-44c1-93f1-da506aebfa0d,8416b273-013f-417a-8bc2-4517d3a54805,EMP000903,Business Analyst,Analytics,Mid,Full-time,Hybrid,Chicago,IL,USA,09/16/2021,09/20/2021,05/17/2022,02/09/2024,USD,96922.0,Other,Career Fair,2025-10-25
904,eb38e8b3-b8d0-4ee4-aac9-7375093d6483,8a8db7d2-f720-4a64-aa2e-f63e55774cc2,EMP000904,ML Engineer,Engineering,Mid,Contract,Remote,Boston,MA,USA,07/29/2023,08/10/2023,12/02/2023,05/21/2025,USD,90379.0,OPT,Direct Apply,2025-10-25
905,ae44477f-7453-4874-b481-25e31871ac80,ff8ac1d6-a2b8-45d5-9f77-1c54f8f3aac8,EMP000905,QA Engineer,Quality,Senior,Internship,Remote,Boston,MA,USA,03/10/2025,03/22/2025,05/09/2025,12/31/2026,USD,96144.0,OPT,Career Fair,2025-10-25
906,efcc7a93-bbf2-4dc0-b4c1-07d9b2268ab4,75a8fb03-281a-4244-89ca-9cb8007be740,EMP000906,Cloud Engineer,Consulting,Mid,Contract,Hybrid,St. Louis,MO,USA,03/13/2024,03/26/2024,08/26/2024,04/17/2026,USD,110915.0,Citizen,Career Fair,2025-10-25
907,9ff719e1-2986-40d2-8d4f-812b45e0f9cf,a3846e0e-4ba7-4687-88cc-e603ae9ba7c5,EMP000907,Product Analyst,Analytics,Intern,Full-time,On-site,Bengaluru,NA,India,12/25/2024,12/28/2024,04/23/2025,10/02/2026,USD,123275.0,STEM OPT,Career Fair,2025-10-25
908,a85b1561-7652-4579-b0bb-677bb2d22b9a,42db7128-6fb3-4fa0-bc56-cf59c8f96c6f,EMP000908,Software Engineer,Consulting,Mid,Internship,Remote,Chicago,IL,USA,12/03/2022,12/06/2022,05/01/2023,07/23/2024,USD,112874.0,Other,LinkedIn,2025-10-25
909,68759549-0641-4423-a8ba-5c77484eb388,673b4e53-aa6f-4f5b-9ab3-f71696293cd0,EMP000909,Data Engineer,Analytics,Mid,Full-time,Hybrid,Austin,TX,USA,10/23/2021,10/25/2021,06/12/2022,09/22/2023,USD,111951.0,STEM OPT,LinkedIn,2025-10-25
910,65b6f555-8e74-4786-a712-a58af86bdda1,0e90a9f8-22a6-4462-b3df-e4d9ad1438d6,EMP000910,Data Analyst,Quality,Mid,Full-time,On-site,Hyderabad,NA,India,10/01/2021,10/14/2021,06/08/2022,10/10/2023,USD,122909.0,STEM OPT,LinkedIn,2025-10-25
911,d54dc049-9379-4cb7-a695-ef94d48a1877,a3fd9ccb-6092-4e3b-b450-ccd0d28eef5f,EMP000911,Security Analyst,Security,Senior,Contract,Remote,Hyderabad,NA,India,02/19/2023,02/23/2023,04/16/2023,06/05/2024,USD,122513.0,STEM OPT,LinkedIn,2025-10-25
912,da0d444c-fad0-498b-88e1-dbebd615b5a4,433c1828-05e7-49fa-bf0e-ea9eefc406da,EMP000912,Security Analyst,Security,Junior,Contract,Remote,Dallas,TX,USA,12/31/2023,01/05/2024,04/17/2024,07/26/2025,USD,96237.0,OPT,Career Fair,2025-10-25
913,448e76f9-be44-4010-8617-b912ba8fb8ac,fb12013a-0ca9-4d32-8cbe-ae0526d11833,EMP000913,Security Analyst,Analytics,Junior,Contract,On-site,Hyderabad,NA,India,05/13/2023,05/24/2023,07/24/2023,02/23/2025,USD,134308.0,H1B,Handshake,2025-10-25
914,fa987fb7-463c-4feb-87e2-ed366d106808,70170068-ca53-424e-bf2a-5388ca0912d5,EMP000914,QA Engineer,Product,Intern,Internship,Remote,Chicago,IL,USA,01/08/2024,01/12/2024,09/06/2024,03/03/2026,USD,100180.0,OPT,Handshake,2025-10-25
915,92443473-c02c-4590-8b0e-53b8762fc05f,b51f2ee4-6405-4c0e-ba0f-c72722fafd98,EMP000915,Cloud Engineer,Product,Senior,Full-time,Hybrid,Bengaluru,NA,India,01/11/2022,01/18/2022,05/21/2022,06/26/2023,USD,139503.0,PR,Referral,2025-10-25
916,9a909cfb-94bf-40e6-9b36-72679da187a2,74c73d8d-305c-4204-a947-9f8191e4213c,EMP000916,Data Engineer,Consulting,Junior,Full-time,On-site,Hyderabad,NA,India,04/11/2023,04/15/2023,12/05/2023,06/18/2025,USD,104975.0,OPT,LinkedIn,2025-10-25
917,736ba01e-6b3b-4c9e-a9c2-201dd4d77bb2,3b6c036b-91f6-4bce-8306-957b883c06ab,EMP000917,Software Engineer,Security,Junior,Contract,On-site,Bengaluru,NA,India,06/09/2023,06/21/2023,08/24/2023,03/04/2025,USD,91158.0,OPT,Referral,2025-10-25
918,02e0437f-6c32-4b9e-b546-9c0c42174610,7033d311-d834-418b-9cc4-c7740c3eddfd,EMP000918,ML Engineer,Product,Junior,Contract,Remote,Hyderabad,NA,India,04/05/2022,04/07/2022,07/19/2022,02/20/2024,USD,109686.0,Other,Career Fair,2025-10-25
919,ff573247-3488-49f3-8368-6d4d5115b63a,a771a669-07c9-47fc-b1cb-90a3009be2b2,EMP000919,Cloud Engineer,Security,Senior,Contract,On-site,Hyderabad,NA,India,03/14/2024,03/24/2024,06/03/2024,10/30/2025,USD,132861.0,H1B,Career Fair,2025-10-25
920,a8768c93-f735-445e-b2ce-152ac89db8c0,e1d0f1b3-0503-4c6b-9b64-90f70425028f,EMP000920,Software Engineer,Product,Senior,Contract,Hybrid,New York,NY,USA,01/24/2024,01/29/2024,08/31/2024,10/10/2025,USD,106246.0,H1B,Handshake,2025-10-25
921,6b6b8a25-86ea-4bbe-a553-488e93b22107,85f4c51b-600f-42ab-86ad-68e540f18a19,EMP000921,QA Engineer,Engineering,Senior,Full-time,Hybrid,Austin,TX,USA,11/25/2022,12/09/2022,04/30/2023,10/04/2024,USD,138297.0,Citizen,Handshake,2025-10-25
922,f6b358d2-0261-4b68-9546-67db802698d7,b11e8cf7-580f-4a50-a891-4bf5850b2365,EMP000922,Business Analyst,Analytics,Junior,Internship,On-site,Boston,MA,USA,01/02/2023,01/13/2023,04/14/2023,07/11/2024,USD,94234.0,OPT,Direct Apply,2025-10-25
923,c742529d-6e63-464a-bde7-d9ca8be60bf0,93c1f7ed-4f2c-4c40-86a2-d8b6feb6fb21,EMP000923,Security Analyst,Security,Senior,Full-time,Remote,St. Louis,MO,USA,11/10/2021,11/21/2021,04/21/2022,01/06/2024,USD,96737.0,STEM OPT,Career Fair,2025-10-25
924,1a868bfe-6a8a-4da0-b659-ff736568508d,914f2d10-a35a-4182-b20f-749c9bd2aa53,EMP000924,Data Engineer,Consulting,Intern,Internship,Remote,Boston,MA,USA,08/23/2023,08/30/2023,12/08/2023,12/15/2024,USD,95142.0,OPT,LinkedIn,2025-10-25
925,d735e8cb-bbf5-4b89-b56a-b761a556ae24,68701e55-c37a-4588-b53d-0754ee1b0afa,EMP000925,Associate Consultant,Consulting,Mid,Internship,Remote,Chicago,IL,USA,04/23/2025,05/04/2025,12/08/2025,12/31/2026,USD,95687.0,OPT,Handshake,2025-10-25
926,458169c2-e709-4942-a55d-568374826862,c6041475-ff73-4b0b-af76-4a0a40f698f8,EMP000926,Software Engineer,Product,Senior,Full-time,Remote,Bengaluru,NA,India,03/27/2021,04/07/2021,07/19/2021,06/16/2023,USD,112861.0,Citizen,LinkedIn,2025-10-25
927,21a10134-cdcb-4ae6-8259-039c71c383f6,e8e17e19-1e83-4266-8a42-d701d2208c2c,EMP000927,ML Engineer,Consulting,Mid,Internship,Hybrid,Seattle,WA,USA,02/13/2024,02/27/2024,08/19/2024,02/10/2026,USD,114482.0,OPT,Handshake,2025-10-25
928,c78f7e1b-17bf-43fb-9f52-7999f40d5361,502fb217-e361-4608-a6a1-3425bb5892d0,EMP000928,Product Analyst,Product,Junior,Internship,On-site,Boston,MA,USA,02/07/2023,02/21/2023,07/23/2023,07/21/2025,USD,131277.0,Citizen,Career Fair,2025-10-25
929,cb57272e-433b-4073-ab07-bb3754b5bfd8,1e7c2327-d3b7-49d4-8faa-807ff0bc9385,EMP000929,QA Engineer,Consulting,Mid,Contract,Hybrid,Bengaluru,NA,India,10/28/2023,11/03/2023,05/05/2024,01/25/2026,USD,118242.0,STEM OPT,LinkedIn,2025-10-25
930,83fe4681-f068-45a4-ace0-ed36a617cf7a,c9cf1665-d38e-4bea-a25b-2deda6a6db17,EMP000930,Software Engineer,Consulting,Mid,Full-time,Remote,Seattle,WA,USA,03/21/2022,03/29/2022,09/12/2022,02/25/2024,USD,103664.0,STEM OPT,LinkedIn,2025-10-25
931,54603d43-cfe1-42be-ab55-503be8a7ff58,3d58290e-4ab8-43d7-9fe0-7148829251e6,EMP000931,QA Engineer,Consulting,Junior,Contract,Hybrid,Dallas,TX,USA,07/03/2023,07/08/2023,11/08/2023,12/02/2024,USD,126086.0,Other,Referral,2025-10-25
932,41a97e33-844f-42ab-993a-92b4565cd06e,d66d0f96-302b-4ffc-8f06-8b620df27662,EMP000932,Data Analyst,Quality,Intern,Full-time,On-site,Hyderabad,NA,India,06/12/2022,06/16/2022,09/09/2022,01/28/2024,USD,111870.0,Citizen,Direct Apply,2025-10-25
933,5a344db4-d5cf-4ff3-866e-beeab6930f51,3f474968-7d19-42fb-afe4-bb353e8e9a9c,EMP000933,Cloud Engineer,Analytics,Junior,Internship,On-site,Dallas,TX,USA,12/21/2022,01/03/2023,07/23/2023,06/28/2025,USD,106767.0,OPT,Direct Apply,2025-10-25
934,ecc6c711-f945-4176-aece-4713f1df9276,63d70c4d-bd05-47f9-ad2b-3b3500ad2195,EMP000934,Product Analyst,Consulting,Intern,Contract,Remote,Seattle,WA,USA,12/20/2025,01/03/2026,09/02/2026,12/31/2026,USD,98881.0,STEM OPT,LinkedIn,2025-10-25
935,a274a8f6-4afe-41fd-abf1-21bf01670c39,41f34ebc-bafb-4fa8-816c-bf5690d50807,EMP000935,Product Analyst,Consulting,Junior,Full-time,Remote,Hyderabad,NA,India,02/02/2022,02/16/2022,08/02/2022,01/02/2024,USD,99441.0,OPT,LinkedIn,2025-10-25
936,08e2762c-2de9-4362-b00c-29b17302464f,38223d1e-b923-4a33-b924-0548da047ff7,EMP000936,Security Analyst,Product,Junior,Contract,Hybrid,Bengaluru,NA,India,11/16/2022,11/18/2022,05/09/2023,03/18/2025,USD,114798.0,PR,Direct Apply,2025-10-25
937,0ed93c36-3ae7-4448-b25a-76afe6104641,d7d7a5d5-acf5-47ef-b3f4-e0102bc67892,EMP000937,Data Engineer,Analytics,Junior,Contract,Hybrid,Chicago,IL,USA,02/09/2022,02/14/2022,05/09/2022,04/03/2024,USD,115532.0,H1B,LinkedIn,2025-10-25
938,cae9e89a-b7bc-4b41-920f-a3d8cf855aa5,a46f5b61-9a82-474f-8197-689fdf3395a1,EMP000938,Cloud Engineer,Analytics,Junior,Internship,On-site,Dallas,TX,USA,05/21/2022,06/04/2022,10/23/2022,07/31/2024,USD,131770.0,PR,Career Fair,2025-10-25
939,8d29e6af-3424-4538-838e-8f73361edc2f,d7007380-e0a8-4cc8-8b62-450a4b1246bf,EMP000939,Data Engineer,Security,Mid,Internship,On-site,Chicago,IL,USA,02/05/2025,02/07/2025,08/13/2025,12/31/2026,USD,91726.0,OPT,Handshake,2025-10-25
940,5804fd80-e15d-431a-ab59-835360288214,b9940557-3a21-465f-8036-bdc6ba2756e5,EMP000940,QA Engineer,Product,Senior,Internship,Remote,Boston,MA,USA,11/10/2023,11/13/2023,04/15/2024,05/03/2025,USD,110780.0,PR,Handshake,2025-10-25
941,86ef6889-0e2f-4916-8971-546f90858ac9,0b6fe8c5-4a3d-4c51-b32f-3c7d4ba95616,EMP000941,Product Analyst,Engineering,Junior,Internship,Remote,Bengaluru,NA,India,09/19/2022,09/27/2022,06/05/2023,12/03/2024,USD,106991.0,H1B,Handshake,2025-10-25
942,791ff9e1-d816-42b1-be6a-6b57b3d60d7d,672729e9-4672-4943-b6bd-aa093ee25614,EMP000942,Product Analyst,Product,Junior,Contract,On-site,Austin,TX,USA,07/13/2023,07/23/2023,11/04/2023,11/18/2024,USD,104163.0,OPT,Direct Apply,2025-10-25
943,4c7edccd-ff32-48f8-901f-185cacbb9f88,4334891a-2312-4528-8a72-618035e6004d,EMP000943,Security Analyst,Consulting,Senior,Contract,Remote,Austin,TX,USA,07/22/2022,07/30/2022,11/17/2022,08/10/2024,USD,114718.0,Citizen,Referral,2025-10-25
944,2d88411c-cf0d-401c-8e47-3fb9bd19253b,bcd5684b-182c-473c-8cbd-5d67e780b842,EMP000944,Product Analyst,Security,Intern,Contract,On-site,Boston,MA,USA,04/02/2026,04/11/2026,11/07/2026,12/31/2026,USD,115556.0,OPT,Career Fair,2025-10-25
945,4d1a10b2-481f-4ca8-aa61-3776a4456401,b0ea7436-e7aa-416c-bef8-f2eeac9468e6,EMP000945,Product Analyst,Consulting,Junior,Internship,On-site,Chicago,IL,USA,07/18/2023,07/29/2023,11/06/2023,03/11/2025,USD,106237.0,STEM OPT,Direct Apply,2025-10-25
946,2338b0c3-ec59-4608-b4b1-322b8097c8c8,77bb58ae-30dd-4d54-a4e5-64219b041427,EMP000946,Cloud Engineer,Product,Senior,Internship,Hybrid,Hyderabad,NA,India,05/14/2021,05/17/2021,08/14/2021,03/04/2023,USD,123040.0,Other,Career Fair,2025-10-25
947,2680cb99-fc7e-494e-a7ae-c1705c281df3,042a4bd2-7dfa-44a9-853c-0bd47db27e0c,EMP000947,QA Engineer,Analytics,Senior,Internship,Remote,Bengaluru,NA,India,06/03/2021,06/12/2021,08/08/2021,08/09/2022,USD,124948.0,Citizen,LinkedIn,2025-10-25
948,53cef0af-25dc-48f4-be0a-e587e98198d7,08acf981-3dec-40c7-a7a8-f22cabf4da7e,EMP000948,Data Analyst,Consulting,Intern,Full-time,Hybrid,St. Louis,MO,USA,12/08/2020,12/10/2020,05/28/2021,01/09/2023,USD,89764.0,OPT,Direct Apply,2025-10-25
949,a3658fed-0a7d-4e3c-8b2c-4d73cb69f295,dc4ee985-f9ba-4301-8d8b-c2a1d33fa9f2,EMP000949,Data Analyst,Analytics,Mid,Full-time,Hybrid,Seattle,WA,USA,10/08/2023,10/17/2023,05/17/2024,03/26/2026,USD,110246.0,Other,LinkedIn,2025-10-25
950,aa52a882-974d-4742-ae89-504ab5295441,70b3d71c-80c1-4820-bfdd-e69e71546fce,EMP000950,Product Analyst,Security,Mid,Internship,On-site,Bengaluru,NA,India,08/26/2024,08/28/2024,12/05/2024,04/17/2026,USD,94343.0,OPT,Handshake,2025-10-25
951,e0eb2ff9-361b-41ab-bbb1-989e7d8f5c46,6837bfaa-bd10-4261-819f-0ef1fe00bdcf,EMP000951,Data Engineer,Product,Junior,Full-time,On-site,St. Louis,MO,USA,04/24/2025,04/25/2025,12/01/2025,12/31/2026,USD,112084.0,OPT,Direct Apply,2025-10-25
952,c4fa7096-3848-48db-baba-326fc017e19c,05997353-18f7-415a-8eaa-64c1f784ee84,EMP000952,Security Analyst,Quality,Junior,Full-time,Remote,Bengaluru,NA,India,01/12/2025,01/23/2025,09/10/2025,12/31/2026,USD,98608.0,STEM OPT,Handshake,2025-10-25
