serial_no,employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
910,f52f4fa6-003d-4f0e-8fb3-37f0d669b701,Employer 0910,Consulting,IT Services,Small,Bengaluru,NA,India,https://www.example910.com,https://www.linkedin.com/company/example-910,0,0,Hiring,Silver,Active,10/07/2025,Alex910 Reed910,University Relations,contact910@example.com,+16678676413
911,6bee0ee6-10e2-4ffa-a5fd-16aafba18d16,Employer 0911,Finance,Banking,Enterprise,New York,NY,USA,https://www.example911.com,https://www.linkedin.com/company/example-911,0,0,Mentorship,Gold,Inactive,06/02/2020,Alex911 Reed911,Recruiter,contact911@example.com,+17005664589
912,c8cd0b9f-d1ad-41f7-b94b-bf541f9a8191,Employer 0912,Government,Public Sector,Small,Dublin,NA,Ireland,https://www.example912.com,https://www.linkedin.com/company/example-912,0,1,Academic,Bronze,Inactive,01/23/2024,Alex912 Reed912,Recruiter,contact912@example.com,+14942219517
913,35fe3418-76c3-4ec9-a376-0f54c6e62e8f,Employer 0913,Finance,Banking,Medium,Toronto,ON,Canada,https://www.example913.com,https://www.linkedin.com/company/example-913,0,0,Mentorship,Silver,Inactive,09/22/2020,Alex913 Reed913,Talent Partner,contact913@example.com,+15704835733
914,4d7355b2-f59a-490f-844c-cbdc8f0b643b,Employer 0914,Government,Public Sector,Enterprise,St. Louis,MO,USA,https://www.example914.com,https://www.linkedin.com/company/example-914,0,0,Mentorship,Gold,Inactive,12/04/2022,Alex914 Reed914,HR Manager,contact914@example.com,+13118279608
915,cec3b83e-515b-4820-b5ed-afff66542017,Employer 0915,Education,University,Large,St. Louis,MO,USA,https://www.example915.com,https://www.linkedin.com/company/example-915,0,0,None,Bronze,Inactive,12/31/2024,Alex915 Reed915,University Relations,contact915@example.com,+13546921038
916,420055e7-64db-4fad-af7a-decc8ac44cdd,Employer 0916,Energy,Utilities,Enterprise,London,NA,UK,https://www.example916.com,https://www.linkedin.com/company/example-916,0,0,Mentorship,Gold,Inactive,09/13/2023,Alex916 Reed916,HR Manager,contact916@example.com,+13053977236
917,0d59dd19-d064-42b7-9d01-4931d331e785,Employer 0917,Education,University,Small,Dallas,TX,USA,https://www.example917.com,https://www.linkedin.com/company/example-917,0,0,Hiring,Gold,Prospect,05/24/2026,Alex917 Reed917,HR Manager,contact917@example.com,+15157513499
918,3942b1eb-18f1-45b9-ad8a-1e414f8f76ac,Employer 0918,Government,Public Sector,Medium,Dallas,TX,USA,https://www.example918.com,https://www.linkedin.com/company/example-918,0,1,Hiring,Gold,Prospect,07/25/2024,Alex918 Reed918,University Relations,contact918@example.com,+14254032094
919,40d5b555-2955-4215-be8a-18dec481ef72,Employer 0919,Finance,Banking,Large,Dallas,TX,USA,https://www.example919.com,https://www.linkedin.com/company/example-919,0,0,Donor,Bronze,Inactive,05/12/2022,Alex919 Reed919,Talent Partner,contact919@example.com,+13298463818
920,4d2fd131-a122-4fac-beb3-88246b502f5d,Employer 0920,Consulting,IT Services,Small,Hyderabad,NA,India,https://www.example920.com,https://www.linkedin.com/company/example-920,0,0,Sponsorship,Gold,Prospect,12/07/2020,Alex920 Reed920,HR Manager,contact920@example.com,+14729893089
921,d0fb1d2c-1e61-4cc2-9a0e-f0b00c05fcb6,Employer 0921,Energy,Utilities,Medium,San Jose,CA,USA,https://www.example921.com,https://www.linkedin.com/company/example-921,0,0,Hiring,Gold,Inactive,07/24/2021,Alex921 Reed921,University Relations,contact921@example.com,+16042627754
922,b2a84b4a-6bd4-46fa-b33f-1fe58dfe6fd4,Employer 0922,Healthcare,Provider,Medium,London,NA,UK,https://www.example922.com,https://www.linkedin.com/company/example-922,0,1,Hiring,Silver,Active,11/13/2023,Alex922 Reed922,Recruiter,contact922@example.com,+17642442558
923,0df30a09-90b4-4f25-b9e3-e0ac849a77b7,Employer 0923,Healthcare,Provider,Small,Dallas,TX,USA,https://www.example923.com,https://www.linkedin.com/company/example-923,0,1,Mentorship,Gold,Inactive,06/18/2024,Alex923 Reed923,Recruiter,contact923@example.com,+14025023073
924,06f1aae8-4760-4cd0-b545-8b64742fefd6,Employer 0924,Healthcare,Provider,Small,San Jose,CA,USA,https://www.example924.com,https://www.linkedin.com/company/example-924,0,0,Mentorship,Silver,Inactive,09/25/2024,Alex924 Reed924,Recruiter,contact924@example.com,+14996055026
925,311715db-1c47-4582-a4fc-5880259febad,Employer 0925,Healthcare,Provider,Large,Dallas,TX,USA,https://www.example925.com,https://www.linkedin.com/company/example-925,0,0,Academic,Bronze,Prospect,09/24/2025,Alex925 Reed925,HR Manager,contact925@example.com,+13133123481
926,7cf8d1c8-4b22-4ec9-b279-df6342bd4a3c,Employer 0926,Technology,Cloud/Software,Small,New York,NY,USA,https://www.example926.com,https://www.linkedin.com/company/example-926,0,0,Donor,Bronze,Inactive,02/27/2021,Alex926 Reed926,Recruiter,contact926@example.com,+12622462367
927,4784530b-8fde-4261-9866-741f4a7f26e2,Employer 0927,Finance,Banking,Enterprise,St. Louis,MO,USA,https://www.example927.com,https://www.linkedin.com/company/example-927,0,0,Mentorship,Silver,Inactive,05/19/2024,Alex927 Reed927,Recruiter,contact927@example.com,+19656142628
928,2779c212-75fa-4238-a4df-4e30d4ff3998,Employer 0928,Healthcare,Provider,Small,San Jose,CA,USA,https://www.example928.com,https://www.linkedin.com/company/example-928,0,0,Mentorship,Silver,Prospect,08/14/2023,Alex928 Reed928,University Relations,contact928@example.com,+14179893740
929,2237229a-06d4-4388-a964-4dda41f82aa3,Employer 0929,Healthcare,Provider,Enterprise,Dublin,NA,Ireland,https://www.example929.com,https://www.linkedin.com/company/example-929,0,1,Donor,Gold,Active,01/25/2020,Alex929 Reed929,Talent Partner,contact929@example.com,+19284321371
930,60e6509a-3611-4092-8e9a-41cd5389bb14,Employer 0930,Consulting,IT Services,Medium,Seattle,WA,USA,https://www.example930.com,https://www.linkedin.com/company/example-930,0,0,Sponsorship,Bronze,Inactive,12/31/2024,Alex930 Reed930,HR Manager,contact930@example.com,+15838963781
931,4deae4e9-25ce-45fd-bb82-ff74b21e95a4,Employer 0931,Technology,Cloud/Software,Enterprise,Seattle,WA,USA,https://www.example931.com,https://www.linkedin.com/company/example-931,0,0,Academic,Gold,Active,05/28/2021,Alex931 Reed931,University Relations,contact931@example.com,+17868118605
932,3fbfad52-0e05-4f45-9a5d-c62a5a7ee7f0,Employer 0932,Consulting,IT Services,Enterprise,St. Louis,MO,USA,https://www.example932.com,https://www.linkedin.com/company/example-932,0,0,None,Bronze,Prospect,03/23/2021,Alex932 Reed932,Talent Partner,contact932@example.com,+15325034986
933,8b60e42f-eb68-4f03-af12-05aba78d43c1,Employer 0933,Government,Public Sector,Small,Boston,MA,USA,https://www.example933.com,https://www.linkedin.com/company/example-933,0,1,Donor,Silver,Prospect,11/08/2021,Alex933 Reed933,Talent Partner,contact933@example.com,+14937545350
934,e9e9e9ec-866a-404c-9149-0b6d996de36e,Employer 0934,Healthcare,Provider,Large,Seattle,WA,USA,https://www.example934.com,https://www.linkedin.com/company/example-934,0,0,Sponsorship,Gold,Active,04/16/2024,Alex934 Reed934,Recruiter,contact934@example.com,+16596409710
935,e2e0e798-2162-445e-b8d9-d7279f63155a,Employer 0935,Healthcare,Provider,Small,St. Louis,MO,USA,https://www.example935.com,https://www.linkedin.com/company/example-935,0,0,Hiring,Silver,Inactive,04/08/2023,Alex935 Reed935,Talent Partner,contact935@example.com,+15082166901
936,140053ba-d138-43a4-9c68-8412a0d0db32,Employer 0936,Manufacturing,Industrial,Large,Seattle,WA,USA,https://www.example936.com,https://www.linkedin.com/company/example-936,0,0,Donor,Silver,Prospect,05/18/2025,Alex936 Reed936,Talent Partner,contact936@example.com,+13544957996
937,ba7cf6c4-7a85-4b16-a35b-df2989159197,Employer 0937,Energy,Utilities,Small,Hyderabad,NA,India,https://www.example937.com,https://www.linkedin.com/company/example-937,0,0,Donor,Gold,Prospect,03/31/2022,Alex937 Reed937,HR Manager,contact937@example.com,+17863993276
938,3fde0195-463c-40db-b8f9-2e11bd73232e,Employer 0938,Education,University,Large,London,NA,UK,https://www.example938.com,https://www.linkedin.com/company/example-938,0,1,Academic,Gold,Prospect,04/06/2023,Alex938 Reed938,HR Manager,contact938@example.com,+18319305426
939,5cbff4b5-f68a-41b9-a2fd-96e6b6d06687,Employer 0939,Energy,Utilities,Enterprise,San Jose,CA,USA,https://www.example939.com,https://www.linkedin.com/company/example-939,0,0,Academic,Silver,Inactive,04/13/2026,Alex939 Reed939,Talent Partner,contact939@example.com,+13585197558
940,a0f5bc27-9110-4ac3-91ab-c35edaa6f807,Employer 0940,Technology,Cloud/Software,Large,San Jose,CA,USA,https://www.example940.com,https://www.linkedin.com/company/example-940,0,0,Sponsorship,Silver,Inactive,11/01/2022,Alex940 Reed940,HR Manager,contact940@example.com,+16483896780
941,d389ea42-ee82-4289-b23b-adb35bd7570e,Employer 0941,Consulting,IT Services,Small,New York,NY,USA,https://www.example941.com,https://www.linkedin.com/company/example-941,0,0,Mentorship,Silver,Inactive,09/19/2025,Alex941 Reed941,University Relations,contact941@example.com,+19503839967
942,94ea051a-4a46-41ea-ae6c-7b59802f5928,Employer 0942,Logistics,Supply Chain,Small,Seattle,WA,USA,https://www.example942.com,https://www.linkedin.com/company/example-942,0,0,Mentorship,Bronze,Inactive,08/19/2021,Alex942 Reed942,HR Manager,contact942@example.com,+15744015295
943,c252f6b9-760e-425a-baf1-c4313ca2975e,Employer 0943,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example943.com,https://www.linkedin.com/company/example-943,0,0,Donor,Gold,Inactive,08/29/2023,Alex943 Reed943,HR Manager,contact943@example.com,+19873148851
944,9845208b-3254-4cd8-8473-4cc34430b08b,Employer 0944,Technology,Cloud/Software,Small,Dallas,TX,USA,https://www.example944.com,https://www.linkedin.com/company/example-944,0,0,Academic,Gold,Inactive,12/22/2020,Alex944 Reed944,HR Manager,contact944@example.com,+17126755880
945,6a114d0f-e056-4a0c-b6de-11c64efb2424,Employer 0945,Manufacturing,Industrial,Enterprise,New York,NY,USA,https://www.example945.com,https://www.linkedin.com/company/example-945,0,0,Sponsorship,Bronze,Prospect,09/03/2021,Alex945 Reed945,University Relations,contact945@example.com,+15758595420
946,a81388ce-0544-408d-8d4f-17dc6be865e7,Employer 0946,Manufacturing,Industrial,Large,Bengaluru,NA,India,https://www.example946.com,https://www.linkedin.com/company/example-946,0,0,Academic,Gold,Inactive,01/05/2020,Alex946 Reed946,Talent Partner,contact946@example.com,+12338066227
947,078d3d95-1c78-436c-a40b-b3de5b76fb79,Employer 0947,Technology,Cloud/Software,Large,San Jose,CA,USA,https://www.example947.com,https://www.linkedin.com/company/example-947,0,0,None,Gold,Prospect,10/19/2020,Alex947 Reed947,Talent Partner,contact947@example.com,+16862639738
948,940f35bb-cfcd-4f5b-87f3-566f0c799b0f,Employer 0948,Healthcare,Provider,Large,Chicago,IL,USA,https://www.example948.com,https://www.linkedin.com/company/example-948,0,0,Mentorship,Bronze,Active,04/10/2024,Alex948 Reed948,Recruiter,contact948@example.com,+17813104021
949,1a2a22a7-ea70-4d35-b88b-0a05f55f1d3d,Employer 0949,Technology,Cloud/Software,Large,Hyderabad,NA,India,https://www.example949.com,https://www.linkedin.com/company/example-949,0,0,Sponsorship,Gold,Active,03/27/2022,Alex949 Reed949,HR Manager,contact949@example.com,+18405747236
950,9cc819f3-65fc-42db-aa09-6bd3d1de632e,Employer 0950,Healthcare,Provider,Small,Austin,TX,USA,https://www.example950.com,https://www.linkedin.com/company/example-950,0,1,Hiring,Silver,Active,01/16/2026,Alex950 Reed950,University Relations,contact950@example.com,+17942935864
951,ae5de242-3691-49aa-8a12-6f4f0cb21bdb,Employer 0951,Technology,Cloud/Software,Large,Seattle,WA,USA,https://www.example951.com,https://www.linkedin.com/company/example-951,0,0,None,Silver,Prospect,11/15/2020,Alex951 Reed951,Talent Partner,contact951@example.com,+12603798535
952,f0b2a536-85e9-40db-abcc-dc55696c465d,Employer 0952,Healthcare,Provider,Enterprise,San Jose,CA,USA,https://www.example952.com,https://www.linkedin.com/company/example-952,0,0,None,Bronze,Inactive,03/21/2022,Alex952 Reed952,University Relations,contact952@example.com,+16866857670
953,49ad3c69-2fa2-4ead-8710-2e7f8f9d79d6,Employer 0953,Finance,Banking,Medium,Boston,MA,USA,https://www.example953.com,https://www.linkedin.com/company/example-953,0,0,Mentorship,Bronze,Inactive,05/03/2026,Alex953 Reed953,Recruiter,contact953@example.com,+17523917457
954,df20e1df-c4db-4095-9916-1f392636b496,Employer 0954,Logistics,Supply Chain,Medium,Boston,MA,USA,https://www.example954.com,https://www.linkedin.com/company/example-954,0,0,Mentorship,Silver,Active,03/10/2023,Alex954 Reed954,HR Manager,contact954@example.com,+19674923301
955,a434309b-2f76-4256-a2e0-37551136c86d,Employer 0955,Healthcare,Provider,Medium,St. Louis,MO,USA,https://www.example955.com,https://www.linkedin.com/company/example-955,0,0,Mentorship,Bronze,Inactive,02/11/2024,Alex955 Reed955,University Relations,contact955@example.com,+14852967786
956,29633378-2594-44f1-b3fb-9e7de1c982fd,Employer 0956,Consulting,IT Services,Small,San Jose,CA,USA,https://www.example956.com,https://www.linkedin.com/company/example-956,0,0,Academic,Silver,Active,04/05/2026,Alex956 Reed956,HR Manager,contact956@example.com,+18669295934
957,93a44cc1-7c89-476d-b037-08595953da91,Employer 0957,Education,University,Large,San Jose,CA,USA,https://www.example957.com,https://www.linkedin.com/company/example-957,0,1,Hiring,Gold,Active,11/05/2024,Alex957 Reed957,HR Manager,contact957@example.com,+17774843360
958,345a8e26-36d8-4bd6-b7e8-937e3940e6f6,Employer 0958,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example958.com,https://www.linkedin.com/company/example-958,0,0,Hiring,Gold,Inactive,07/16/2022,Alex958 Reed958,Talent Partner,contact958@example.com,+14818594093
959,a1e6d4e5-14b0-4089-aa64-a7f379df6fba,Employer 0959,Government,Public Sector,Enterprise,Boston,MA,USA,https://www.example959.com,https://www.linkedin.com/company/example-959,0,1,Hiring,Bronze,Active,11/09/2021,Alex959 Reed959,Talent Partner,contact959@example.com,+16012733976
960,50479073-cc1a-4cdc-a38d-b1b3bdb20849,Employer 0960,Finance,Banking,Enterprise,Hyderabad,NA,India,https://www.example960.com,https://www.linkedin.com/company/example-960,0,0,Sponsorship,Gold,Inactive,11/01/2024,Alex960 Reed960,University Relations,contact960@example.com,+12204068168
961,6e8400c9-faf9-4e90-9349-3195c7380f62,Employer 0961,Retail,E-commerce,Small,Dallas,TX,USA,https://www.example961.com,https://www.linkedin.com/company/example-961,0,0,Mentorship,Gold,Active,02/01/2026,Alex961 Reed961,Talent Partner,contact961@example.com,+15864423797
962,1e3ba447-9aa9-4db7-b348-6f1f46d34d73,Employer 0962,Government,Public Sector,Small,New York,NY,USA,https://www.example962.com,https://www.linkedin.com/company/example-962,0,1,Donor,Gold,Prospect,08/12/2020,Alex962 Reed962,Talent Partner,contact962@example.com,+15315383289
963,6af2081b-5a84-4534-9534-3d9ab6d17ea1,Employer 0963,Logistics,Supply Chain,Large,St. Louis,MO,USA,https://www.example963.com,https://www.linkedin.com/company/example-963,0,0,Donor,Silver,Active,01/19/2026,Alex963 Reed963,University Relations,contact963@example.com,+16324533456
964,32d254f2-09ec-456e-9fb8-677a335a572d,Employer 0964,Consulting,IT Services,Enterprise,Chicago,IL,USA,https://www.example964.com,https://www.linkedin.com/company/example-964,0,0,Hiring,Bronze,Inactive,11/22/2026,Alex964 Reed964,Recruiter,contact964@example.com,+15348079014
965,c50d51e7-204b-4ed0-b048-6e4181b23fa0,Employer 0965,Finance,Banking,Large,Chicago,IL,USA,https://www.example965.com,https://www.linkedin.com/company/example-965,0,0,Academic,Bronze,Inactive,07/01/2024,Alex965 Reed965,University Relations,contact965@example.com,+17346305227
966,702482d0-4dc2-4192-ad24-26ae449510da,Employer 0966,Retail,E-commerce,Small,Seattle,WA,USA,https://www.example966.com,https://www.linkedin.com/company/example-966,0,0,Sponsorship,Gold,Prospect,11/08/2023,Alex966 Reed966,HR Manager,contact966@example.com,+19499248455
967,bc014a31-5a05-4482-8819-343852d000e7,Employer 0967,Government,Public Sector,Enterprise,Seattle,WA,USA,https://www.example967.com,https://www.linkedin.com/company/example-967,0,0,Donor,Gold,Prospect,01/22/2024,Alex967 Reed967,HR Manager,contact967@example.com,+19356458702
968,20695773-6f36-4f18-a286-c4041f412d09,Employer 0968,Technology,Cloud/Software,Large,San Jose,CA,USA,https://www.example968.com,https://www.linkedin.com/company/example-968,0,0,Hiring,Gold,Prospect,03/05/2025,Alex968 Reed968,Talent Partner,contact968@example.com,+17676132886
969,f8531ffd-227b-468f-80e9-1e23db879f8f,Employer 0969,Logistics,Supply Chain,Medium,Dallas,TX,USA,https://www.example969.com,https://www.linkedin.com/company/example-969,0,0,None,Silver,Inactive,03/04/2024,Alex969 Reed969,University Relations,contact969@example.com,+19885156869
970,501f9134-1988-4efc-8925-e970e0aead39,Employer 0970,Finance,Banking,Small,Seattle,WA,USA,https://www.example970.com,https://www.linkedin.com/company/example-970,0,0,Sponsorship,Bronze,Active,04/15/2020,Alex970 Reed970,HR Manager,contact970@example.com,+17064809720
971,e6844b63-1784-4484-85eb-18020facea88,Employer 0971,Education,University,Small,New York,NY,USA,https://www.example971.com,https://www.linkedin.com/company/example-971,0,0,Mentorship,Silver,Inactive,06/30/2020,Alex971 Reed971,University Relations,contact971@example.com,+15187479686
972,1c700b85-b3ec-476e-856d-5aad58f2eaea,Employer 0972,Energy,Utilities,Small,Boston,MA,USA,https://www.example972.com,https://www.linkedin.com/company/example-972,0,0,Hiring,Bronze,Prospect,08/08/2025,Alex972 Reed972,HR Manager,contact972@example.com,+18163084145
973,ce126da9-b5f9-46b4-a41a-abd9155e8dda,Employer 0973,Consulting,IT Services,Medium,San Jose,CA,USA,https://www.example973.com,https://www.linkedin.com/company/example-973,0,0,Mentorship,Gold,Inactive,11/28/2026,Alex973 Reed973,HR Manager,contact973@example.com,+12428177357
974,1f1c0ee5-b03f-4db4-80d6-bfb25b52b416,Employer 0974,Logistics,Supply Chain,Medium,Chicago,IL,USA,https://www.example974.com,https://www.linkedin.com/company/example-974,0,0,Sponsorship,Gold,Active,04/23/2023,Alex974 Reed974,University Relations,contact974@example.com,+14564292923
975,f692a705-6b8a-48fe-b912-e7a7e49523ef,Employer 0975,Technology,Cloud/Software,Enterprise,Austin,TX,USA,https://www.example975.com,https://www.linkedin.com/company/example-975,0,0,Sponsorship,Bronze,Prospect,10/29/2025,Alex975 Reed975,Recruiter,contact975@example.com,+17097073604
